adNumber,price,city,adType,model,subModel,productionDate,km,hand,createdAt,updatedAt,rebouncedAt,listingType,number_of_years,km_per_year,description,link,make,hp
51948222,55000,חדרה,commercial,דאסטר,4X2 Prestige אוט׳ דיזל 1.5 (109 כ״ס) [2018-2019],2018-08-01,1800,1,2025-03-15,2025-03-26,2025-03-26,commercial,6.650239561943874,270.67,"דאצ'יה, דאסטר, בצבע לבן, שנת 2018, 1800 ק""מ",https://www.yad2.co.il/vehicles/item/i9p9l3j7,דאצ'יה,109
53242231,0,עפולה,commercial,דאסטר,4X4 Laureate ידני דיזל 1.5 (109 כ״ס),2019-01-01,155000,1,2025-01-29,2025-03-26,2025-03-26,commercial,6.231348391512663,24874.23,"בלו סקאי חברת הרכב מהמובילות בישראל בפריסה ארצית, בחברתנו תמצאו מגוון גדול של רכבים חדשים ומשומשים אפשרויות מימון עד 100%
בנוסף עסקת ליסינג חשבונית מס מוכרת חודשית אפשרות טרייד אין לכל סוגי הרכבים אחריות ושקיפות מלאה 
כתבותינו בוויז: הבנים 33 עפולה",https://www.yad2.co.il/vehicles/item/4v8t5bnk,דאצ'יה,109
41694304,55000,נתניה,commercial,דאסטר,4X4 Laureate ידני בנזין 1.3 (131 כ״ס),2021-08-01,170000,1,2025-03-18,2025-03-26,2025-03-26,commercial,3.649555099247091,46581.02,מצב מעולה שמור ומטופל בחברנ,https://www.yad2.co.il/vehicles/item/y883k3dg,דאצ'יה,131
65286109,64900,באר שבע,commercial,דאסטר,4X4 Laureate ידני בנזין 1.3 (131 כ״ס),2020-06-01,85000,2,2025-02-27,2025-03-26,2025-03-26,commercial,4.815879534565366,17649.94,"דגם 4X4 המבוקש,ווגרירה,מולטימדיה,מנוע חזק וחסכוני,התחייבותלבדיקה
רכב שמור בעל היסטוריה טיפולים מסודרת  
נהג יחיד בכל תכופה הליסינג
עד 100% מימון ללא מקדמה
 אפשרות לתשלום בצי'קים
טרייד אין על הרכב הישן במחיר משתלם במיוחד

החישוב של סכום עסקה התשלומים הינו קרן בלבד .חישוב הריבית הסופי יחשב על ידי הגוף מממן
",https://www.yad2.co.il/vehicles/item/f549kldv,דאצ'יה,131
66755542,62900,נהריה,commercial,דאסטר,4X2 Laureate ידני דיזל 1.5 (116 כ״ס) [2019-2021],2019-05-01,94000,2,2025-03-22,2025-03-26,2025-03-26,commercial,5.90280629705681,15924.63,"אצל pery בנהריה
אמינות ומקצעיות
רכב שמור מאוד ללא תאונות וללא תיקוני צבע 
הכל מקורי 
מרכב שמור מאוד ומתחייב בבדיקה 
רכב מטופל היטב מצב המכני מצויין מהכל 
הכל עובד מצויין 
ומתחייב בבדיקה 
מנוע גיר ושלדה והכל 
רכב אמין מאוד 
רכב חסכוני בטירוף
רכב סוחב מצויין ויציב מאוד 
רכב יש בו הכל מעאכת מולטימדיה 
מצלמת רברס 
מערכב מובילאי וסטייה מהנתיב 
רכב יש בו הכל ",https://www.yad2.co.il/vehicles/item/y8tg4dce,דאצ'יה,116
52458577,69500,רעננה,commercial,דאסטר,4X2 Laureate ידני דיזל 1.5 (116 כ״ס) [2021-2025],2021-05-01,88000,1,2024-07-23,2025-03-26,2025-03-26,commercial,3.9014373716632442,22555.79,"דאסטר חדשה לגמרי,גיר ידני, אחרי טפול וקלאץ קומפלט חדש, רכב שמור ביותר ,חסכוני מאד ,חזק ,מרווח וחסכוני טסט לשנה .
אפשרות למימון 100%,טרייד אין לכל רכב ,חווית קניה נעימה ושקטה.
רכב מעולה לעבודה ולמשפחה כאחד.",https://www.yad2.co.il/vehicles/item/2u9jrvdd,דאצ'יה,116
68892536,37500,תל מונד,commercial,דאסטר,4X2 Prestige אוט׳ דיזל 1.5 (109 כ״ס) [2017-2019],2017-06-01,189000,2,2025-01-04,2025-03-26,2025-03-26,commercial,7.816563997262149,24179.42,"רכב שמור מאד מטופל בזמן
עם וו גרירה ברישיון
אפשרות לטרייד אין ומימון",https://www.yad2.co.il/vehicles/item/8vs9ddkm,דאצ'יה,109
49335592,85900,ראשון לציון,commercial,דאסטר,4X2 Laureate אוט׳ בנזין 1.3 (150 כ״ס) [2022-2025],2022-10-01,67000,1,2025-03-20,2025-03-26,2025-03-26,commercial,2.4832306639288158,26980.98,"*כל הקודם זוכה!.
*עוצמתי מרווח אמין ומפואר .
*המחיר נמוך מהמחירון.
*ניתן לקבל 100% מימון ללא מקדמה.
*יד 00.
*פנים הרכב שמור בחוץ ללא שריטות ומכות בפח.
*רכב שמור ומטופל .
*התחייבות לפני בדיקת קנייה .
*טרייד אין לכל סוגי הרכב .
*גילוי נאות ושקיפות מלאה.
*שירות תיקונים לאחר בדיקה.
*שירות אישי ואדיב.
*מלאי גדול לרכבי יד 2 ב2 מיגרשים צמודים.",https://www.yad2.co.il/vehicles/item/1vii2800,דאצ'יה,150
64548806,49900,ראשון לציון,commercial,דאסטר,4X2 Laureate אוט׳ דיזל 1.5 (109 כ״ס) [2017-2019],2018-06-01,127000,2,2025-01-20,2025-03-26,2025-03-26,commercial,6.8172484599589325,18629.22,רכב שמור ומטופל דיזל אוטומט + אפשרות החלפה + התחייבות בבדיקה גיר-מנוע-שילדה + אפשרות מימון עד 100% עד 60 תשלומים (לא בשבת),https://www.yad2.co.il/vehicles/item/chp53uml,דאצ'יה,109
51757321,88900,ראשון לציון,commercial,דאסטר,Prestige אוט׳ 1.3 (150 כ״ס) [2022-2025],2023-01-01,23000,1,2024-10-22,2025-03-26,2025-03-26,commercial,2.2313483915126624,10307.67,"*כל הקודם זוכה!.
*רכב חסכוני משפחתי אמין
*יד 00 פרטי!
*המחיר נמוך ממחיר המחירון ולכן ניתן לקבל 100% מימון.
*ירידת ערך 5% החלפת פגוש.
*מטופל בחברה ק""מ נמוך מאוד.
*התחייבות בבדיקה לתקינות מנוע גיר ושלדה.
*פנים הרכב שמור בחוץ ללא שריטות.
*התחייבות לפני בדיקת קנייה על תקינות הרכב לחלוטין.
*טרייד אין.
*התחייבות לשירות אישי ולשקיפות מלאה .
*אלטלנה 14 ראשון.
*מלאי גדול רכבי יד 2 ב2 מגרשים צמודים.",https://www.yad2.co.il/vehicles/item/p4ne8y5a,דאצ'יה,150
71923348,69000,חולון,commercial,דאסטר,Prestige אוט׳ 1.3 (150 כ״ס) [2022-2025],2023-01-01,130000,1,2025-03-17,2025-03-26,2025-03-26,commercial,2.2313483915126624,58260.74,"ב""ה רכב במצב מצויין מטופל במוסך המרכזי בלבד כולל ספר טיפולים מלא דגם פרסטיז' המפואר. מתחייב בבדיקה מנוע. גיר. ושלדה. אפשרות מימון עד 100% ללא מקדמה!! ואפשרות להחלפה!!",https://www.yad2.co.il/vehicles/item/siz6ncfn,דאצ'יה,150
47855611,63000,עפולה,commercial,דאסטר,4X2 Laureate ידני דיזל 1.5 (116 כ״ס) [2021-2025],2021-07-01,125000,1,2025-01-04,2025-03-26,2025-03-26,commercial,3.7344284736481863,33472.32,"היסטוריית טיפולים מלאה .צמיגים חדשים 
אחרי טיפול 
התחייבות מלאה לבדיקה 
צריכת דלק 1 ל 18
רכב שמור ויפה מאוד . הקודם זוכה ",https://www.yad2.co.il/vehicles/item/y32n9oe3,דאצ'יה,116
87516353,59900,נתניה,commercial,דאסטר,4X2 Laureate אוט׳ בנזין 1.3 (150 כ״ס) [2021-2025],2021-11-01,116000,1,2025-01-14,2025-03-26,2025-03-26,commercial,3.3976728268309375,34141.02,שמורה מאוד ומטופלת כחדשה התחייבות מלאה בבדיקה אפשרות מימון עד 100% בהוראת קבע חוץ בנקאי פלוס החלפה,https://www.yad2.co.il/vehicles/item/zsbmv0e5,דאצ'יה,150
57070632,47000,חיפה,commercial,דאסטר,4X4 Laureate ידני בנזין 1.3 (131 כ״ס),2021-01-01,205000,1,2024-08-28,2025-03-26,2025-03-26,commercial,4.229979466119096,48463.59,שמור ומטופל ללא תאונות התחייבות בבדיקה אפשרות למימון,https://www.yad2.co.il/vehicles/item/6hnt60r4,דאצ'יה,131
73353748,74900,אבן יהודה,commercial,דאסטר,4X2 Laureate אוט׳ בנזין 1.3 (150 כ״ס) [2021-2025],2021-11-01,56000,1,2025-03-18,2025-03-26,2025-03-26,commercial,3.3976728268309375,16481.87,"שמורה מאוד!!!! חיישני רברס , מולטימדיה , מצלמת רברס , גלגלי מגנזיום , אפשרות מימון עד 100% ללא מקדמה בתשלומים נוחים , ניתן לשלם גם בכרטיס אשראי , בנוסף ניתן לבצע החלפה/טרייד אין.",https://www.yad2.co.il/vehicles/item/r1f6qxe4,דאצ'יה,150
43408044,63000,יפעת,commercial,דאסטר,4X2 Laureate ידני דיזל 1.5 (116 כ״ס) [2021-2025],2021-06-01,146000,1,2025-02-12,2025-03-26,2025-03-26,commercial,3.8165639972621492,38254.3,"במצב מצויין 
יד ראשונה פרטית
נקי מתאונות 
טורבו דיזל ידני וחסכוני 
",https://www.yad2.co.il/vehicles/item/k2ooaxoi,דאצ'יה,116
62375600,64999,חיפה,commercial,דאסטר,4X4 Laureate ידני בנזין 1.3 (131 כ״ס),2021-07-01,134000,1,2025-02-10,2025-03-26,2025-03-26,commercial,3.7344284736481863,35882.33,צורה החדשה דגם laureate מנוע 1350 סמק טורבו בנזין החזק והמבוקש המפיק 131 כס גיר ידני הנעה 4 על 4 הרכב שמור מאוד ללא תאונות מטופל בזמן צמיגים חדשים ותוספות רבות רכב סופר אמין וחסכוני מאוד התחייבות מלאה בבדיקה מחירון 76400 שח מחיר נדרש רק 64999 שח עד 100 אחוז מימון ועד 90 תשלומים בהוראת קבע מגיל 19 טרייד אין לכל סוגי הרכב התחייבות לטרייד אין עתידי שדרות ההסתדרות 70 חיפה חפשו mbmotors,https://www.yad2.co.il/vehicles/item/ivp1grpu,דאצ'יה,131
63620235,23000,באר שבע,commercial,דאסטר,Ambiance ידני בנזין 1.2 (125 כ״ס),2015-10-01,143000,2,2025-03-12,2025-03-26,2025-03-26,commercial,9.483915126625599,15078.16,ידני!!!במצב מצויין אחרי טיפול מעט קמ וטסט ארוך רכב חסכוני מפנק ואמין ,https://www.yad2.co.il/vehicles/item/zf8sv44f,דאצ'יה,125
71754212,49900,נתניה,commercial,דאסטר,4X4 Laureate ידני בנזין 1.3 (131 כ״ס),2019-09-01,162000,2,2025-01-27,2025-03-26,2025-03-26,commercial,5.566050650239562,29105.02,רכב שמור ביותר!!ללא תאונות בכלל!! התחייבות בבדיקה מנוע גיר שילדה!!אחריות חצי שנה!!ספר טיפולים מסודר במוסך היבואן!!הכל תקין ועובד!!4*4 אמין וחזק!!מולטימדיה מצלמת רוורס וו גרירה ועוד..!!אפשרות מימון עד 100% וטריידאין!!כתובתנו אוטוטסט נתניה מכון בדיקה לרכב לפני קניה מורשה משרד התחבורה דוד פנקס 35 נתניה.,https://www.yad2.co.il/vehicles/item/jo8n4lly,דאצ'יה,131
86414314,64000,פתח תקווה,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-07-01,96000,1,2025-03-25,2025-03-26,2025-03-26,commercial,2.735112936344969,35099.1,"רכב מטופל בחברה ללא תאונות , שמורה ונוסעת מצויין , אפשרות מימון עד 100% ללא מקדמה , אפשרות החלפה.",https://www.yad2.co.il/vehicles/item/mx6t7hd5,דאצ'יה,131
55509343,115400,ירושלים,private,דאסטר,4X4 Expression ידני דיזל 1.5 (114 כ״ס),2023-04-01,65000,1,2025-03-19,2025-03-26,2025-03-26,private,1.9849418206707734,32746.55,רכב חדש מצב מוציין,https://www.yad2.co.il/vehicles/item/w5ee9kh0,דאצ'יה,114
68023960,78000,קציר,private,דאסטר,4X4 Prestige ידני בנזין 1.3 (150 כ״ס) [2019-2021],2020-02-01,89708,2,2025-03-08,2025-03-26,2025-03-26,private,5.147159479808351,17428.64,"נמכר לאור שהיה בחו""ל 
מטופל במוסך אומגה מורשה בלבד 
במצב מושלם מוגבה עם מיגון ""אספיר"" וו גרירה מופיע ברשיון 
גלגלי מגנזיום , סט נוסף לשטח + בולמים אורגינלים למסירה ",https://www.yad2.co.il/vehicles/item/w1b6ry8o,דאצ'יה,150
56193375,76000,גבעתיים,private,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-09-01,24500,1,2025-02-28,2025-03-26,2025-03-26,private,2.565366187542779,9550.29,"חדש חדש, יד 00פרטי ברישיון, נהג יחיד נקיה וללא רבב. באחריות עד ספטמבר, שני טיפולים שנתיים מורשה יבואן, מצבר חדש עם 3 שנים אחריות. מלמרה קידמית/אחורית proof, car play..נמכר משימוש מועט 
גמיש לא לסוחרים בבקשה",https://www.yad2.co.il/vehicles/item/nljx5snu,דאצ'יה,131
79441221,30500,פרדסיה,private,דאסטר,4X2 Prestige ידני בנזין 1.2 (125 כ״ס),2015-02-01,189000,1,2025-03-21,2025-03-26,2025-03-26,private,10.146475017111568,18627.16,"בהזדמנות רכב שמור מאוד! לרגל מעבר לחשמלי.
Carplay ו- Android Auto אלחוטיים!ללא תקלות. ללא תאונות.
+ מרים חלונות.
+  אמוביליי.
+  גגון ייעודי.
+  מנשא לאופניים על הגג (אופציה)
+  מולטימדיה מתקדמת.
צמיגים ומצבר הוחלפו לאחרונה.
טיפול 20,000 אחרון בינואר 2025.",https://www.yad2.co.il/vehicles/item/z89b8ht4,דאצ'יה,125
51822126,85000,פתח תקווה,private,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-10-01,1600,1,2025-02-16,2025-03-26,2025-03-26,private,2.4832306639288158,644.32,"הרכב במצב חדש, 1600 קמ בלבד!!
יד 00 אוקטובר 22
מולטימדיה + מצלמת דרך + מצלמת רוורס

יש תוספות:
מרימי שמשות, חיפויי פלסטיק לדלתות ולכנפיים מקורי, מסיטי רוח
ויש גגון",https://www.yad2.co.il/vehicles/item/cvfp35ts,דאצ'יה,131
77931366,61000,חדרה,private,דאסטר,4X2 Laureate אוט׳ דיזל 1.5 (109 כ״ס) [2018-2019],2018-02-01,91000,1,2025-01-29,2025-03-26,2025-03-26,private,7.145790554414784,12734.77,"למכירה דאצ'יה דאסטר טורבו דיזל אוטומט

שנת 2018 (עלה לכביש 02/2018)
יד ראשונה מפרטי
נהג יחיד
נפח מנוע: 1461 סמ""ק טורבו דיזל
קילומטראז': 91,000 ק""מ בלבד
טסט עד סוף ינואר 2026
מערכת בטיחות מקורית מותקנת
תיבת הילוכים אוטומטית
 רישוי עד 01/2025
 צבע: אפור מטאלי

מחיר: 61000 ש""ח 

רכב מטופל ושמור, יד ראשונה פרטית מנהג בודד. 
רכב חסכוני בטירוף.
לרציניים בלבד! 

המחיר אינו כולל העברת בעלות.",https://www.yad2.co.il/vehicles/item/9mcf8kds,דאצ'יה,109
78072234,46000,ביתר עילית,private,דאסטר,4X2 Laureate ידני בנזין 1.2 (125 כ״ס),2018-09-01,80000,1,2025-03-05,2025-03-26,2025-03-26,private,6.565366187542779,12185.15,רכב שמור מאוד. נהג יחיד ומיוחד. מטופל כראוי ובזמן. מצב חדש בפנים. לא בשבת. לרציניים.,https://www.yad2.co.il/vehicles/item/m11swcx2,דאצ'יה,125
85538360,86000,יקנעם עילית,private,דאסטר,4X4 Laureate ידני דיזל 1.5 (114 כ״ס),2022-09-01,115000,1,2025-03-20,2025-03-26,2025-03-26,private,2.565366187542779,44827.91,"וו גרירה תפוח מהיצרן , מיגון מלא מהיצרן 
נהג יחיד 
מטופל במוסך מורשה 
שיחות טלפון בלבד !!
גמיש  במחיר ",https://www.yad2.co.il/vehicles/item/pwebc449,דאצ'יה,114
53417507,78000,באר שבע,private,דאסטר,4X4 Laureate ידני בנזין 1.3 (131 כ״ס),2021-11-01,45800,1,2025-02-05,2025-03-26,2025-03-26,private,3.3976728268309375,13479.81,"ידני 4*4
יד ראשונה (00)
ק""מ נמוך.
טסט עד 11/2025
צמיגים 50/50.
ג'אנטים מגנזיום מהחברה (יש בנוסף סט מברזל חדש בקרטון)
מיגון תחתון מלא מהיום הראשון.
גגון.
וו גרירה.
מצלמת דרך.
אם הנייד לא זמין (מילואים...) אשמח להודעה בווטסאפ.






",https://www.yad2.co.il/vehicles/item/dugge3f3,דאצ'יה,131
56992845,47000,ביר אל מכסור,private,דאסטר,4X2 Laureate אוט׳ דיזל 1.5 (109 כ״ס) [2018-2019],2018-12-01,230000,2,2025-03-08,2025-03-09,2025-03-08,private,6.316221765913758,36414.17,"דאצ'יה, דאסטר, בצבע לבן, שנת 2018, 230000 ק""מ",https://www.yad2.co.il/vehicles/item/qowxcgpk,דאצ'יה,109
